npc_id,intent_id,example_number,split,utterance,review_status,seed_terms
ash,castle_ruins,7,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,8,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,9,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,10,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,11,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,12,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,13,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,14,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,15,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,16,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,17,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,18,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,19,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,20,train,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,21,validation,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,22,validation,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,23,validation,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,24,validation,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,25,validation,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,26,test,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,27,test,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,28,test,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,29,test,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,castle_ruins,30,test,,pending,castle | ruin | vault | tunnel | underground | beneath | old fortress | chapel
ash,work_money,1,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,2,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,3,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,4,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,5,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,6,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,7,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,8,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,9,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,10,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,11,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,12,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,13,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,14,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,15,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,16,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,17,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,18,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,19,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,20,train,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,21,validation,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,22,validation,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,23,validation,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,24,validation,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,25,validation,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,26,test,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,27,test,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,28,test,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,29,test,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,work_money,30,test,,pending,work | job | coin | gold | pay | money | earn | hire | errand | commission | lucrative | paying
ash,trust,1,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,2,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,3,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,4,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,5,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,6,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,7,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,8,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,9,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,10,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,11,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,12,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,13,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,14,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,15,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,16,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,17,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,18,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,19,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,20,train,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,21,validation,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,22,validation,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,23,validation,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,24,validation,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,25,validation,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,26,test,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,27,test,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,28,test,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,29,test,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,trust,30,test,,pending,trust | friend | ally | reliable | honest | faithful | depend | count on
ash,identity,1,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,2,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,3,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,4,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,5,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,6,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,7,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,8,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,9,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,10,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,11,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,12,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,13,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,14,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,15,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,16,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,17,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,18,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,19,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,20,train,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,21,validation,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,22,validation,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,23,validation,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,24,validation,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,25,validation,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,26,test,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,27,test,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,28,test,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,29,test,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,identity,30,test,,pending,who are you | your name | where from | background | past | who is ash | tell me about yourself
ash,guard_patrol,1,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,2,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,3,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,4,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,5,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,6,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,7,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,8,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,9,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,10,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,11,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,12,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,13,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,14,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,15,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,16,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,17,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,18,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,19,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,20,train,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,21,validation,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,22,validation,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,23,validation,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,24,validation,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,25,validation,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,26,test,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,27,test,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,28,test,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,29,test,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,guard_patrol,30,test,,pending,guard | patrol | soldier | watch | garrison | military | security | captain | sam
ash,danger,1,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,2,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,3,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,4,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,5,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,6,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,7,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,8,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,9,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,10,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,11,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,12,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,13,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,14,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,15,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,16,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,17,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,18,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,19,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,20,train,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,21,validation,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,22,validation,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,23,validation,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,24,validation,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,25,validation,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,26,test,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,27,test,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,28,test,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,29,test,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,danger,30,test,,pending,danger | threat | enemy | attack | trouble | problem | warning | careful | safe | afraid
ash,buy_sell,1,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,2,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,3,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,4,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,5,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,6,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,7,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,8,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,9,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,10,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,11,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,12,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,13,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,14,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,15,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,16,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,17,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,18,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,19,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,20,train,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,21,validation,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,22,validation,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,23,validation,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,24,validation,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,25,validation,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,26,test,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,27,test,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,28,test,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,29,test,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,buy_sell,30,test,,pending,buy | sell | purchase | trade | item | goods | merchandise | acquire | price | cost | market
ash,favor_deal,1,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,2,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,3,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,4,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,5,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,6,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,7,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,8,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,9,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,10,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,11,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,12,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,13,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,14,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,15,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,16,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,17,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,18,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,19,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,20,train,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,21,validation,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,22,validation,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,23,validation,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,24,validation,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,25,validation,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,26,test,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,27,test,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,28,test,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,29,test,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,favor_deal,30,test,,pending,favor | deal | alliance | together | partnership | arrangement | agreement | bargain
ash,merchant,1,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,2,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,3,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,4,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,5,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,6,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,7,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,8,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,9,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,10,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,11,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,12,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,13,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,14,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,15,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,16,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,17,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,18,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,19,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,20,train,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,21,validation,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,22,validation,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,23,validation,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,24,validation,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,25,validation,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,26,test,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,27,test,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,28,test,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,29,test,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,merchant,30,test,,pending,merchant | trader | missing | disappeared | cargo | caravan | left | gone
ash,secret_info,1,train,,pending,secret | hidden | private | classified | confidential | know something | tell me a secret | tell me secrets
ash,secret_info,2,train,,pending,secret | hidden | private | classified | confidential | know something | tell me a secret | tell me secrets
ash,secret_info,3,train,,pending,secret | hidden | private | classified | confidential | know something | tell me a secret | tell me secrets
ash,secret_info,4,train,,pending,secret | hidden | private | classified | confidential | know something | tell me a secret | tell me secrets
