gem_id,meaning_representation,target,references
viggo-challenge_train_1_percent-11,"inform(name[Tony Hawk's Pro Skater 3], rating[average], genres[sport], platforms[PlayStation, Xbox, Nintendo, PC], has_linux_release[no], has_mac_release[yes])","Tony Hawk's Pro Skater 3 is a sport game. It has received average ratings and was released on PlayStation, Xbox, Nintendo, PC, with Mac support. It currently does not have a Linux release.","[""Tony Hawk's Pro Skater 3 is a sport game. It has received average ratings and was released on PlayStation, Xbox, Nintendo, PC, with Mac support. It currently does not have a Linux release.""]"
viggo-challenge_train_1_percent-12,"inform(name[Crysis], release_year[2007], genres[action-adventure, shooter], player_perspective[first person], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Crysis was released in 2007. It's a first person action-adventure shooter game. You can get it for PlayStation, Xbox, and PC, and it's also available on Steam, though Linux and Mac support was dropped.","[""Crysis was released in 2007. It's a first person action-adventure shooter game. You can get it for PlayStation, Xbox, and PC, and it's also available on Steam, though Linux and Mac support was dropped.""]"
viggo-challenge_train_1_percent-13,"inform(name[Madden NFL 15], release_year[2014], rating[average], genres[simulation, sport], player_perspective[bird view, third person], platforms[PlayStation, Xbox])",Madden NFL 15 is an average sport simulation from a bird view and third person. It came out in 2014 for PlayStation and Xbox.,['Madden NFL 15 is an average sport simulation from a bird view and third person. It came out in 2014 for PlayStation and Xbox.']
viggo-challenge_train_1_percent-14,"inform(name[Never Alone], release_year[2014], genres[adventure, indie, platformer])",The indie game Never Alone is an adventure platformer that was released in 2014.,['The indie game Never Alone is an adventure platformer that was released in 2014.']
viggo-challenge_train_1_percent-15,"inform(name[Outlast II], release_year[2017], esrb[M (for Mature)], rating[average], genres[adventure, indie])",Outlast II is a 2017 indie adventure game with average ratings. It is rated M (for Mature).,['Outlast II is a 2017 indie adventure game with average ratings. It is rated M (for Mature).']
viggo-challenge_train_1_percent-16,"inform(name[Life is Strange], esrb[M (for Mature)], rating[good], genres[role-playing], player_perspective[third person])",A good M-rated role-playing game for mature players is Life is Strange. The entire game is in third person.,['A good M-rated role-playing game for mature players is Life is Strange. The entire game is in third person.']
viggo-challenge_train_1_percent-17,"inform(name[Far Cry 3], release_year[2012], rating[good], genres[action-adventure, shooter], player_perspective[first person])","Far Cry 3 is a good action-adventure first person shooter, released in 2012.","['Far Cry 3 is a good action-adventure first person shooter, released in 2012.']"
viggo-challenge_train_1_percent-18,"inform(name[The Forest of Doom], developer[Tin Man Games], rating[average], genres[role-playing, text adventure], has_multiplayer[no])",The Forest of Doom is an average role-playing text adventure game by Tin Man Games. It doesn't have multiplayer though.,"[""The Forest of Doom is an average role-playing text adventure game by Tin Man Games. It doesn't have multiplayer though.""]"
viggo-challenge_train_1_percent-19,"inform(name[Transport Tycoon], release_year[1994], rating[average], genres[simulation, strategy])",Transport Tycoon is an average simulation strategy game released in 1994.,['Transport Tycoon is an average simulation strategy game released in 1994.']
viggo-challenge_train_1_percent-20,"inform(name[Nightshade], release_year[2017], developer[Red Entertainment Corporation], rating[poor], genres[text adventure])","Nightshade, by Red Entertainment Corporation, is a text adventure game released in 2017. It has received poor ratings from consumers.","['Nightshade, by Red Entertainment Corporation, is a text adventure game released in 2017. It has received poor ratings from consumers.']"
viggo-challenge_train_1_percent-21,"inform(name[Euro Truck Simulator], rating[poor], genres[driving/racing, simulation], has_multiplayer[no])",Euro Truck Simulator is poorly-rated driving simulator. There is no multiplayer mode available.,['Euro Truck Simulator is poorly-rated driving simulator. There is no multiplayer mode available.']
viggo-challenge_train_1_percent-22,"inform(name[Call of Duty: Advanced Warfare], rating[average], genres[action, shooter], player_perspective[first person], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","Call of Duty: Advanced Warfare is an action FPS that released to average reviews on PlayStation, Xbox, and PC. It's available on Steam.","[""Call of Duty: Advanced Warfare is an action FPS that released to average reviews on PlayStation, Xbox, and PC. It's available on Steam.""]"
viggo-challenge_train_1_percent-23,"inform(name[Transport Tycoon], release_year[1994], genres[simulation, strategy])","Released in 1994, Transport Tycoon is a simulation and strategy game.","['Released in 1994, Transport Tycoon is a simulation and strategy game.']"
viggo-challenge_train_1_percent-24,"inform(name[Little Big Adventure], release_year[1994], esrb[T (for Teen)], rating[average], genres[action-adventure], player_perspective[third person], has_multiplayer[no])","Little Big Adventure is an average third person action-adventure rated T (for Teen). Released in 1994, the game does not have a multiplayer option.","['Little Big Adventure is an average third person action-adventure rated T (for Teen). Released in 1994, the game does not have a multiplayer option.']"
viggo-challenge_train_1_percent-25,"inform(name[Hitman 2], exp_release_date[November 13, 2018], developer[IO Interactive], genres[shooter, tactical], player_perspective[third person], platforms[PlayStation, Xbox, PC])","Hitman 2 by IO Interactive is a third person tactical shooter game, expected out on November 13, 2018 for PlayStation, Xbox, and PC.","['Hitman 2 by IO Interactive is a third person tactical shooter game, expected out on November 13, 2018 for PlayStation, Xbox, and PC.']"
viggo-challenge_train_1_percent-26,"inform(name[Payday 2], release_year[2013], rating[average], genres[role-playing, shooter])",Payday 2 is a decent 2013 role-playing shooter game.,['Payday 2 is a decent 2013 role-playing shooter game.']
viggo-challenge_train_1_percent-27,"inform(name[Need for Speed: The Run], release_year[2011], rating[average], genres[driving/racing], player_perspective[first person, third person])","The 2011 racing game, Need for Speed: The Run, was decent and offers both first and third person perspectives.","['The 2011 racing game, Need for Speed: The Run, was decent and offers both first and third person perspectives.']"
viggo-challenge_train_1_percent-28,"inform(name[Superhot], release_year[2016], rating[average], genres[indie, shooter, tactical], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Superhot is an indie tactical shooter with overall average reviews. It's available on all platforms; PlayStation, Xbox, Linux, Mac, and originally launched on PC through Steam in 2016.","[""Superhot is an indie tactical shooter with overall average reviews. It's available on all platforms; PlayStation, Xbox, Linux, Mac, and originally launched on PC through Steam in 2016.""]"
viggo-challenge_train_1_percent-29,"inform(name[Alan Wake's American Nightmare], release_year[2012], genres[action-adventure, shooter], player_perspective[third person], platforms[Xbox, PC], available_on_steam[yes])",Alan Wake's American Nightmare is a 2012 action-adventure game developed for the Xbox and PC. The third person shooter is currently available on Steam.,"[""Alan Wake's American Nightmare is a 2012 action-adventure game developed for the Xbox and PC. The third person shooter is currently available on Steam.""]"
viggo-challenge_train_1_percent-30,"inform(name[StarCraft], genres[real-time strategy], platforms[PC])",StarCraft is a real-time strategy that runs on PC only.,['StarCraft is a real-time strategy that runs on PC only.']
viggo-challenge_train_1_percent-31,"inform(name[The Crew 2], exp_release_date[June 29, 2018], developer[Ivory Tower], genres[driving/racing], player_perspective[third person], has_multiplayer[yes], platforms[PlayStation, Xbox, PC])","The Crew 2 is a third person driving/racing game by Ivory Tower. It has multiplayer and will be available on PlayStation, Xbox, and PC. It will be out on June 29, 2018.","['The Crew 2 is a third person driving/racing game by Ivory Tower. It has multiplayer and will be available on PlayStation, Xbox, and PC. It will be out on June 29, 2018.']"
viggo-challenge_train_1_percent-32,"recommend(name[F1 2014], genres[driving/racing, simulation, sport], player_perspective[third person])",A third person driving/racing sport simulator I enjoyed was F1 2014. Have you played it before?,['A third person driving/racing sport simulator I enjoyed was F1 2014. Have you played it before?']
viggo-challenge_train_1_percent-33,"recommend(name[The Witcher 3: Wild Hunt], esrb[M (for Mature)], player_perspective[third person])","If you're looking for a gritty third person game with an M rating, The Witcher 3: Wild Hunt is an option. Have you heard of it?","[""If you're looking for a gritty third person game with an M rating, The Witcher 3: Wild Hunt is an option. Have you heard of it?""]"
viggo-challenge_train_1_percent-34,"recommend(name[Resident Evil 4], release_year[2005], player_perspective[third person])","Since you seem to be a fan of third person perspective games from 2005, I thought you might like Resident Evil 4 too. Have you heard about the game?","['Since you seem to be a fan of third person perspective games from 2005, I thought you might like Resident Evil 4 too. Have you heard about the game?']"
viggo-challenge_train_1_percent-35,"request(has_multiplayer[no], specifier[epic])",What's the most epic single-player game that you played recently?,"[""What's the most epic single-player game that you played recently?""]"
viggo-challenge_train_1_percent-36,"request(has_multiplayer[no], specifier[epic])",Can you recommend any single-player games with epic storylines?,['Can you recommend any single-player games with epic storylines?']
viggo-challenge_train_1_percent-37,request(specifier[bizarre]),What do you think is a really bizarre game?,['What do you think is a really bizarre game?']
viggo-challenge_train_1_percent-38,request_attribute(has_linux_release[]),Do you game often on Linux?,['Do you game often on Linux?']
viggo-challenge_train_1_percent-39,"request_explanation(rating[excellent], genres[driving/racing, fighting, shooter], player_perspective[third person])",What's so special about third person shooters where you can go around driving and fighting?,"[""What's so special about third person shooters where you can go around driving and fighting?""]"
viggo-challenge_train_1_percent-40,"request_explanation(release_year[2015], rating[good], platforms[PlayStation])",Why would you say that the PlayStation's lineup of games from 2015 is pretty good?,"[""Why would you say that the PlayStation's lineup of games from 2015 is pretty good?""]"
viggo-challenge_train_1_percent-41,"request_explanation(esrb[M (for Mature)], rating[poor])",What do you dislike about M rated games?,['What do you dislike about M rated games?']
viggo-challenge_train_1_percent-42,"suggest(name[RollerCoaster Tycoon], genres[simulation, strategy], player_perspective[bird view])",What do you think about simulation strategy games with a bird view like RollerCoaster Tycoon?,['What do you think about simulation strategy games with a bird view like RollerCoaster Tycoon?']
viggo-challenge_train_1_percent-43,"suggest(name[Rocket League], genres[sport, vehicular combat], player_perspective[third person])",Are you into third person sport games with vehicular combat like Rocket League?,['Are you into third person sport games with vehicular combat like Rocket League?']
viggo-challenge_train_1_percent-44,"suggest(name[Undertale], release_year[2015], developer[tobyfox])","Have you enjoyed played any games by tobyfox that came out in 2015, such as Undertale?","['Have you enjoyed played any games by tobyfox that came out in 2015, such as Undertale?']"
viggo-challenge_train_1_percent-45,"verify_attribute(name[Silent Hill 2], rating[excellent], genres[action-adventure, puzzle], player_perspective[third person])","You said that Silent Hill 2 was totally rad. I'm curious, do you in general really love third person perspective action adventure games with puzzles?","[""You said that Silent Hill 2 was totally rad. I'm curious, do you in general really love third person perspective action adventure games with puzzles?""]"
viggo-challenge_train_1_percent-46,"verify_attribute(name[Tetris], rating[excellent], genres[arcade, puzzle, strategy], platforms[Nintendo])","Earlier you said that Tetris was a really excellent game, and so I'm wondering something now. Do you think Nintendo is simply the best platform for such arcade puzzle strategy games?","[""Earlier you said that Tetris was a really excellent game, and so I'm wondering something now. Do you think Nintendo is simply the best platform for such arcade puzzle strategy games?""]"
viggo-challenge_train_1_percent-47,"verify_attribute(name[Metro 2033], rating[good], genres[action, role-playing, shooter], platforms[PC])",You mentioned enjoying Metro 2033. Are you typically fond of action games on PC with shooting and role-playing?,['You mentioned enjoying Metro 2033. Are you typically fond of action games on PC with shooting and role-playing?']
viggo-challenge_train_1_percent-48,"verify_attribute(name[Uncharted 4: A Thief's End], developer[Naughty Dog], rating[excellent], genres[action-adventure, shooter])",I remember you saying that you really dug Uncharted 4: A Thief's End. Do you like to play action-adventure shooters from Naughty Dog?,"[""I remember you saying that you really dug Uncharted 4: A Thief's End. Do you like to play action-adventure shooters from Naughty Dog?""]"
viggo-challenge_train_1_percent-49,"verify_attribute(name[NHL 15], rating[average], genres[simulation, sport], player_perspective[bird view])",Earlier you mentioned that NHL 15 was merely average. Is it common that you're not impressed by sports simulation games with a bird view perspective?,"[""Earlier you mentioned that NHL 15 was merely average. Is it common that you're not impressed by sports simulation games with a bird view perspective?""]"
