gem_id,meaning_representation,target,references
viggo-challenge_train_20_percent-27,"confirm(name[Tomb Raider: The Angel of Darkness], developer[Core Design], available_on_steam[yes])","Do you mean Core Design's Tomb Raider: The Angel of Darkness, available on Steam?","[""Do you mean Core Design's Tomb Raider: The Angel of Darkness, available on Steam?""]"
viggo-challenge_train_20_percent-28,"confirm(name[Shadow of the Tomb Raider], developer[Eidos Montréal], player_perspective[third person])","Do you mean Eidos Montréal's third person masterpiece, Shadow of the Tomb Raider?","[""Do you mean Eidos Montréal's third person masterpiece, Shadow of the Tomb Raider?""]"
viggo-challenge_train_20_percent-29,"confirm(name[Superhot], developer[SUPERHOT Team], genres[indie, shooter, tactical])","Are you talking about the indie tactical shooter from SUPERHOT Team, Superhot?","['Are you talking about the indie tactical shooter from SUPERHOT Team, Superhot?']"
viggo-challenge_train_20_percent-30,"confirm(name[The Elder Scrolls Online], genres[MMORPG], has_mac_release[yes])",Was it the MMORPG game The Elder Scrolls Online that was released on Mac?,['Was it the MMORPG game The Elder Scrolls Online that was released on Mac?']
viggo-challenge_train_20_percent-31,"confirm(name[Silent Hill 2], genres[action-adventure, puzzle], platforms[Xbox])","Oh do you mean the action-adventure puzzle game on Xbox, Silent Hill 2?","['Oh do you mean the action-adventure puzzle game on Xbox, Silent Hill 2?']"
viggo-challenge_train_20_percent-32,"confirm(name[Grand Theft Auto V], esrb[M (for Mature)])","This is the Grand Theft Auto V that's got an M rating, correct?","[""This is the Grand Theft Auto V that's got an M rating, correct?""]"
viggo-challenge_train_20_percent-33,"confirm(name[BioShock], release_year[2007], developer[2K Boston])","When you mention BioShock, do you mean the one that was developed by 2K Boston back in 2007?","['When you mention BioShock, do you mean the one that was developed by 2K Boston back in 2007?']"
viggo-challenge_train_20_percent-34,"confirm(name[BioShock], release_year[2007], developer[2K Boston])","BioShock, which was released in 2007 by 2K Boston, right?","['BioShock, which was released in 2007 by 2K Boston, right?']"
viggo-challenge_train_20_percent-35,"confirm(name[Undertale], developer[tobyfox], available_on_steam[yes])","When you mention Undertale, do you mean the game that was developed by tobyfox and which you can get on Steam?","['When you mention Undertale, do you mean the game that was developed by tobyfox and which you can get on Steam?']"
viggo-challenge_train_20_percent-36,"confirm(name[The Elder Scrolls Online], release_year[2014], platforms[PC])","Oh, you mean The Elder Scrolls Online, the PC game from 2014, right?","['Oh, you mean The Elder Scrolls Online, the PC game from 2014, right?']"
viggo-challenge_train_20_percent-37,"confirm(name[Worms: Reloaded], has_linux_release[yes], has_mac_release[yes])","By Worms: Reloaded, do you mean the game that's got both Mac and Linux releases?","[""By Worms: Reloaded, do you mean the game that's got both Mac and Linux releases?""]"
viggo-challenge_train_20_percent-38,"confirm(name[Mafia], genres[driving/racing, fighting, shooter], player_perspective[third person])","By Mafia, do you mean the third person game that combined the driving, fighting, and shooter genres?","['By Mafia, do you mean the third person game that combined the driving, fighting, and shooter genres?']"
viggo-challenge_train_20_percent-39,"confirm(name[BioShock], platforms[PC], available_on_steam[yes])","Are you talking about BioShock, the PC game you can buy on Steam?","['Are you talking about BioShock, the PC game you can buy on Steam?']"
viggo-challenge_train_20_percent-40,"confirm(name[Hellblade: Senua's Sacrifice], release_year[2017], developer[Ninja Theory])","Oh, do you mean the 2017 game from Ninja Theory, Hellblade: Senua's Sacrifice?","[""Oh, do you mean the 2017 game from Ninja Theory, Hellblade: Senua's Sacrifice?""]"
viggo-challenge_train_20_percent-41,"confirm(name[Tomb Raider: The Angel of Darkness], has_multiplayer[no], has_linux_release[no])",Is the Tomb Raider: The Angel of Darkness you mentioned the one that's single-player only and doesn't have a Linux release?,"[""Is the Tomb Raider: The Angel of Darkness you mentioned the one that's single-player only and doesn't have a Linux release?""]"
viggo-challenge_train_20_percent-42,"confirm(name[Ori and the Blind Forest], esrb[E (for Everyone)])",Are you talking about the E rated Ori and the Blind Forest?,['Are you talking about the E rated Ori and the Blind Forest?']
viggo-challenge_train_20_percent-43,"confirm(name[BioShock], release_year[2007], developer[2K Boston])","Do you mean 2K Boston's 2007 game, BioShock?","[""Do you mean 2K Boston's 2007 game, BioShock?""]"
viggo-challenge_train_20_percent-44,"confirm(name[Shadow of the Tomb Raider], genres[adventure, shooter], platforms[Xbox])",Is the Shadow of the Tomb Raider you mentioned the adventure shooter that's on the Xbox?,"[""Is the Shadow of the Tomb Raider you mentioned the adventure shooter that's on the Xbox?""]"
viggo-challenge_train_20_percent-45,"confirm(name[Tony Hawk's Pro Skater 3], player_perspective[third person], platforms[PC])","Are you talking about Tony Hawk's Pro Skater 3, the PC game in third person?","[""Are you talking about Tony Hawk's Pro Skater 3, the PC game in third person?""]"
viggo-challenge_train_20_percent-46,"confirm(name[Tony Hawk's Pro Skater 3], release_year[2001], developer[Neversoft Entertainment])","You're talking about Tony Hawk's Pro Skater 3, the 2001 game developed by Neversoft Entertainment, right?","[""You're talking about Tony Hawk's Pro Skater 3, the 2001 game developed by Neversoft Entertainment, right?""]"
viggo-challenge_train_20_percent-47,"confirm(name[Worms: Reloaded], player_perspective[side view], available_on_steam[yes])","Do you mean the Worms: Reloaded with a side view, released on Steam?","['Do you mean the Worms: Reloaded with a side view, released on Steam?']"
viggo-challenge_train_20_percent-48,"confirm(name[Little Big Adventure], player_perspective[third person])","Do you mean the third person game, Little Big Adventure?","['Do you mean the third person game, Little Big Adventure?']"
viggo-challenge_train_20_percent-49,"confirm(name[Shadow of the Tomb Raider], developer[Eidos Montréal], player_perspective[third person])",Are you talking about the Shadow of the Tomb Raider that was created by Eidos Montréal and has a third person perspective?,['Are you talking about the Shadow of the Tomb Raider that was created by Eidos Montréal and has a third person perspective?']
viggo-challenge_train_20_percent-50,"confirm(name[Worms: Reloaded], genres[action, platformer, strategy], platforms[PC])","You mean Worms: Reloaded, the PC action and strategy platformer?","['You mean Worms: Reloaded, the PC action and strategy platformer?']"
viggo-challenge_train_20_percent-51,"confirm(name[Horizon: Zero Dawn], platforms[PlayStation])",Is this the Horizon: Zero Dawn on the PlayStation?,['Is this the Horizon: Zero Dawn on the PlayStation?']
viggo-challenge_train_20_percent-52,"confirm(name[Need for Speed: The Run], has_multiplayer[yes])",Is this the Need for Speed: The Run with a multiplayer?,['Is this the Need for Speed: The Run with a multiplayer?']
viggo-challenge_train_20_percent-53,"confirm(name[Ancient Cities], platforms[PC])","Do you mean the PC game, Ancient Cities?","['Do you mean the PC game, Ancient Cities?']"
viggo-challenge_train_20_percent-54,"confirm(name[Little Big Adventure], genres[action-adventure], player_perspective[third person])","Are you talking about Little Big Adventure, the third person action-adventure game?","['Are you talking about Little Big Adventure, the third person action-adventure game?']"
viggo-challenge_train_20_percent-55,"confirm(name[Might & Magic: Heroes VI], player_perspective[bird view], platforms[PC])","When you mention Might & Magic: Heroes VI, do you mean the PC game with a bird view perspective?","['When you mention Might & Magic: Heroes VI, do you mean the PC game with a bird view perspective?']"
viggo-challenge_train_20_percent-56,"confirm(name[Grand Theft Auto V], player_perspective[third person])","Do you mean Grand Theft Auto V, the third person game?","['Do you mean Grand Theft Auto V, the third person game?']"
viggo-challenge_train_20_percent-57,"confirm(name[Ori and the Blind Forest], release_year[2015])","When you mentioned Ori and the Blind Forest, are you talking about the 2015 game?","['When you mentioned Ori and the Blind Forest, are you talking about the 2015 game?']"
viggo-challenge_train_20_percent-58,"confirm(name[Tomb Raider: The Angel of Darkness], has_multiplayer[no], has_linux_release[no])",Are you talking about the Tomb Raider: The Angel of Darkness with a Linux release that doesn't have multiplayer?,"[""Are you talking about the Tomb Raider: The Angel of Darkness with a Linux release that doesn't have multiplayer?""]"
viggo-challenge_train_20_percent-59,"confirm(name[Ancient Cities], developer[Uncasual Games], player_perspective[bird view])","Are you talking about Ancient Cities, the bird view perspective game developed by Uncasual Games?","['Are you talking about Ancient Cities, the bird view perspective game developed by Uncasual Games?']"
viggo-challenge_train_20_percent-60,"confirm(name[Layers of Fear], release_year[2015], developer[Bloober Team])",Do you mean the Layers of Fear that Bloober Team made and released in 2015?,['Do you mean the Layers of Fear that Bloober Team made and released in 2015?']
viggo-challenge_train_20_percent-61,"confirm(name[The Elder Scrolls Online], genres[MMORPG], platforms[PC])","Oh, do you mean the PC MMORPG, The Elder Scrolls Online?","['Oh, do you mean the PC MMORPG, The Elder Scrolls Online?']"
viggo-challenge_train_20_percent-62,"give_opinion(name[Sid Meier's Civilization V], esrb[E 10+ (for Everyone 10 and Older)], rating[good], has_multiplayer[yes])","Sid Meier's Civilization V is a good game, especially because I can play with my kids since it's multiplayer and rated E 10+.","[""Sid Meier's Civilization V is a good game, especially because I can play with my kids since it's multiplayer and rated E 10+.""]"
viggo-challenge_train_20_percent-63,"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], genres[role-playing, turn-based strategy])","Might & Magic: Heroes VI wasn't a bad game, but it didn't live up to my hopes. I normally enjoy games that blend role-playing and turn-based strategy together, but it's clear Black Hole Entertainment didn't really know how to make a game like that.","[""Might & Magic: Heroes VI wasn't a bad game, but it didn't live up to my hopes. I normally enjoy games that blend role-playing and turn-based strategy together, but it's clear Black Hole Entertainment didn't really know how to make a game like that.""]"
viggo-challenge_train_20_percent-64,"give_opinion(name[Super Mario World], rating[excellent], player_perspective[side view], has_multiplayer[yes])","I really, really loved Super Mario World. The side view perspective made it easy to play, and the multiplayer means I can play it with friends too.","['I really, really loved Super Mario World. The side view perspective made it easy to play, and the multiplayer means I can play it with friends too.']"
viggo-challenge_train_20_percent-65,"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], platforms[PC])",I thought Commandos: Behind Enemy Lines was good. I generally enjoy releases from Pyro Studios on PC.,['I thought Commandos: Behind Enemy Lines was good. I generally enjoy releases from Pyro Studios on PC.']
viggo-challenge_train_20_percent-66,"give_opinion(name[The Wolf Among Us], developer[Telltale Games], rating[good], platforms[PC])",The Wolf Among Us is another good PC game from Telltale Games.,['The Wolf Among Us is another good PC game from Telltale Games.']
viggo-challenge_train_20_percent-67,"give_opinion(name[Worms: Reloaded], rating[average], player_perspective[side view], has_mac_release[yes])","Worms: Reloaded was an okay game, which I enjoyed getting to play on my Mac. Though the side view does feel a little dated.","['Worms: Reloaded was an okay game, which I enjoyed getting to play on my Mac. Though the side view does feel a little dated.']"
viggo-challenge_train_20_percent-68,"give_opinion(name[The Wolf Among Us], rating[good], genres[adventure, point-and-click], available_on_steam[yes])","The Wolf Among Us is a pretty fun game. I've always enjoyed point-and-click adventure games like it, and it being available on Steam is a nice bonus.","[""The Wolf Among Us is a pretty fun game. I've always enjoyed point-and-click adventure games like it, and it being available on Steam is a nice bonus.""]"
viggo-challenge_train_20_percent-69,"give_opinion(name[The Room], developer[Fireproof Games], rating[excellent], has_linux_release[yes])","I still can't believe how much I fell in love with The Room. Fireproof Games always makes such awesome games, and it having a Linux release too just made it even better from my perspective.","[""I still can't believe how much I fell in love with The Room. Fireproof Games always makes such awesome games, and it having a Linux release too just made it even better from my perspective.""]"
viggo-challenge_train_20_percent-70,"give_opinion(name[StarCraft], developer[Blizzard Entertainment], rating[good], platforms[PC])","StarCraft is pretty fun! Blizzard Entertainment's PC games tend to be good overall, in my experience.","[""StarCraft is pretty fun! Blizzard Entertainment's PC games tend to be good overall, in my experience.""]"
viggo-challenge_train_20_percent-71,"give_opinion(name[Tom Clancy's The Division], release_year[2016], rating[average], has_multiplayer[yes])","Normally I'm not into games like Tom Clancy's The Division, but this 2016 game is okay because it has multiplayer.","[""Normally I'm not into games like Tom Clancy's The Division, but this 2016 game is okay because it has multiplayer.""]"
viggo-challenge_train_20_percent-72,"give_opinion(name[Mirror's Edge Catalyst], release_year[2016], rating[average], has_multiplayer[yes])","Mirror's Edge Catalyst is a game I don't regret playing, but it's not one that's gonna stick with me. It's got multiplayer which I liked, but it came out in 2016 and for whatever reason I just am not a fan of games from what year.","[""Mirror's Edge Catalyst is a game I don't regret playing, but it's not one that's gonna stick with me. It's got multiplayer which I liked, but it came out in 2016 and for whatever reason I just am not a fan of games from what year.""]"
viggo-challenge_train_20_percent-73,"give_opinion(name[Age of Empires II: The Age of Kings], esrb[T (for Teen)], rating[good], has_multiplayer[yes])","I have fun playing Age of Empires II: The Age of Kings. I like that it has a multiplayer and, since it's only rated T (for Teen), I'm able to play it with friends and younger siblings.","[""I have fun playing Age of Empires II: The Age of Kings. I like that it has a multiplayer and, since it's only rated T (for Teen), I'm able to play it with friends and younger siblings.""]"
viggo-challenge_train_20_percent-74,"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], player_perspective[bird view])","I think Might & Magic: Heroes VI is all right, but nothing special. The bird view perspective is nice and makes it easy to play, but Black Hole Entertainment is not a developer I care for.","['I think Might & Magic: Heroes VI is all right, but nothing special. The bird view perspective is nice and makes it easy to play, but Black Hole Entertainment is not a developer I care for.']"
viggo-challenge_train_20_percent-75,"give_opinion(name[Lara Croft and the Temple of Osiris], esrb[T (for Teen)], rating[average])",Lara Croft and the Temple of Osiris is an ultimately average T-rated entry in the series.,['Lara Croft and the Temple of Osiris is an ultimately average T-rated entry in the series.']
viggo-challenge_train_20_percent-76,"give_opinion(name[NBA 2K16], esrb[E 10+ (for Everyone 10 and Older)], rating[good], has_multiplayer[yes])","I've been enjoying playing NBA 2K16 lately. Thanks to it's E 10+ rating and multiplayer functions, I can play it with most of my family.","[""I've been enjoying playing NBA 2K16 lately. Thanks to it's E 10+ rating and multiplayer functions, I can play it with most of my family.""]"
viggo-challenge_train_20_percent-77,"give_opinion(name[Life is Strange], release_year[2015], rating[good], platforms[PC])","I often enjoy a game of Life is Strange. In fact, it's one of the few PC games I like that were released back in 2015.","[""I often enjoy a game of Life is Strange. In fact, it's one of the few PC games I like that were released back in 2015.""]"
viggo-challenge_train_20_percent-78,"give_opinion(name[Super Mario World], rating[excellent], has_multiplayer[yes], platforms[Nintendo])","Super Mario World is a really amazing game. I love games for the Nintendo like it, and the fact that it has multiplayer just makes it even better.","['Super Mario World is a really amazing game. I love games for the Nintendo like it, and the fact that it has multiplayer just makes it even better.']"
viggo-challenge_train_20_percent-79,"give_opinion(name[Tom Clancy's Splinter Cell: Chaos Theory], developer[Ubisoft Montreal], rating[good], player_perspective[first person])",Ubisoft Montreal outdid themselves when they made Tom Clancy's Splinter Cell: Chaos Theory. From the first person perspective it looks so realistic.,"[""Ubisoft Montreal outdid themselves when they made Tom Clancy's Splinter Cell: Chaos Theory. From the first person perspective it looks so realistic.""]"
viggo-challenge_train_20_percent-80,"give_opinion(name[Metroid Prime Pinball], developer[Fuse Games], esrb[E (for Everyone)], rating[average])","Fuse Games maybe did their best with Metroid Prime Pinball, and they easily kept to Nintendo's preferred E rating, but it's just not the game for me.","[""Fuse Games maybe did their best with Metroid Prime Pinball, and they easily kept to Nintendo's preferred E rating, but it's just not the game for me.""]"
viggo-challenge_train_20_percent-81,"give_opinion(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good], genres[driving/racing])",I had a good time playing Need for Speed: Most Wanted. I've found that I generally enjoy driving/racing games developed by EA Redwood Shores.,"[""I had a good time playing Need for Speed: Most Wanted. I've found that I generally enjoy driving/racing games developed by EA Redwood Shores.""]"
viggo-challenge_train_20_percent-82,"give_opinion(name[Ori and the Blind Forest], rating[excellent], genres[adventure, platformer, puzzle], player_perspective[side view])","Ori and the Blind Forest is a truly wonderful game. The mixture of platforming, adventure, and puzzles is really excellent, and the side view perspective just helps all the elements come together nicely.","['Ori and the Blind Forest is a truly wonderful game. The mixture of platforming, adventure, and puzzles is really excellent, and the side view perspective just helps all the elements come together nicely.']"
viggo-challenge_train_20_percent-83,"give_opinion(name[Dirt: Showdown], developer[Codemasters Southam], rating[average], player_perspective[first person])",I thought Dirt: Showdown was just ordinary. Codemasters Southam's choice of a first person perspective was not a smart one.,"[""I thought Dirt: Showdown was just ordinary. Codemasters Southam's choice of a first person perspective was not a smart one.""]"
viggo-challenge_train_20_percent-84,"give_opinion(name[Lara Croft and the Temple of Osiris], developer[Crystal Dynamics], rating[average])",I thought that Lara Croft and the Temple of Osiris was merely average. I think that the developer Crystal Dynamics is just a mediocre developer.,['I thought that Lara Croft and the Temple of Osiris was merely average. I think that the developer Crystal Dynamics is just a mediocre developer.']
viggo-challenge_train_20_percent-85,"give_opinion(name[RollerCoaster Tycoon], rating[good], genres[simulation, strategy], player_perspective[bird view])",I think RollerCoaster Tycoon was a good game because the strategy simulator gameplay was fun and the bird view perspective made it easy to play.,['I think RollerCoaster Tycoon was a good game because the strategy simulator gameplay was fun and the bird view perspective made it easy to play.']
viggo-challenge_train_20_percent-86,"give_opinion(name[Mirror's Edge Catalyst], developer[EA Digital Illusions CE], rating[average], genres[action-adventure, fighting])","EA Digital Illusions CE did an okay job on Mirror's Edge Catalyst, but the action-adventure fighting game didn't really live up to my hype for it.","[""EA Digital Illusions CE did an okay job on Mirror's Edge Catalyst, but the action-adventure fighting game didn't really live up to my hype for it.""]"
viggo-challenge_train_20_percent-87,"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], genres[hack-and-slash, role-playing])",I must say I was a fan of Diablo II. I like Blizzard North's work in the hack-and-slash RPG genre.,"[""I must say I was a fan of Diablo II. I like Blizzard North's work in the hack-and-slash RPG genre.""]"
viggo-challenge_train_20_percent-88,"give_opinion(name[Tomb Raider: The Last Revelation], developer[Core Design], rating[good], has_multiplayer[no])","Tomb Raider: The Last Revelation works pretty well as a game, it doesn't have multiplayer but then again it doesn't need it. Core Design's quality speaks for itself.","[""Tomb Raider: The Last Revelation works pretty well as a game, it doesn't have multiplayer but then again it doesn't need it. Core Design's quality speaks for itself.""]"
viggo-challenge_train_20_percent-89,"give_opinion(name[World of Warcraft], rating[good], available_on_steam[no])","World of Warcraft is pretty good, unfortunately you have to download a launcher for it on its own, since it's not available on Steam.","[""World of Warcraft is pretty good, unfortunately you have to download a launcher for it on its own, since it's not available on Steam.""]"
viggo-challenge_train_20_percent-90,"give_opinion(name[Mirror's Edge Catalyst], rating[poor], has_multiplayer[yes])","Mirror's Edge Catalyst wasn't too fun for me. It's multiplayer, and I prefer to play alone.","[""Mirror's Edge Catalyst wasn't too fun for me. It's multiplayer, and I prefer to play alone.""]"
viggo-challenge_train_20_percent-91,"give_opinion(name[The Elder Scrolls Online], rating[average], player_perspective[first person], has_mac_release[yes])","The Elder Scrolls Online was not terribly bad, but that's just because I have a thing for first person games on Mac.","[""The Elder Scrolls Online was not terribly bad, but that's just because I have a thing for first person games on Mac.""]"
viggo-challenge_train_20_percent-92,"give_opinion(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor], genres[music])","I don't like music games, though I do at least like listening to music. However, the T rating of Guitar Hero: Smash Hits meant it couldn't include my favorite songs, and even that small joy was robbed from me.","[""I don't like music games, though I do at least like listening to music. However, the T rating of Guitar Hero: Smash Hits meant it couldn't include my favorite songs, and even that small joy was robbed from me.""]"
viggo-challenge_train_20_percent-93,"give_opinion(name[Need for Speed: Most Wanted], release_year[2005], rating[good], platforms[Xbox])","Need for Speed: Most Wanted was a strong release in 2005. It was basically the only reason I bought an Xbox originally, and I didn't regret that at all.","[""Need for Speed: Most Wanted was a strong release in 2005. It was basically the only reason I bought an Xbox originally, and I didn't regret that at all.""]"
viggo-challenge_train_20_percent-94,"give_opinion(name[MotorStorm: Apocalypse], rating[poor], has_multiplayer[yes], platforms[PlayStation])","MotorStorm: Apocalypse was a pretty bad game, even the local multiplayer couldn't salvage the experience, despite my friends all joining me on my PlayStation.","[""MotorStorm: Apocalypse was a pretty bad game, even the local multiplayer couldn't salvage the experience, despite my friends all joining me on my PlayStation.""]"
viggo-challenge_train_20_percent-95,"give_opinion(name[MotorStorm: Apocalypse], rating[poor], genres[vehicular combat], player_perspective[third person])","MotorStorm: Apocalypse was really disappointing. I had such high hopes for a third person vehicular combat game, but it seems I still must wait for a true successor to Twisted Metal.","['MotorStorm: Apocalypse was really disappointing. I had such high hopes for a third person vehicular combat game, but it seems I still must wait for a true successor to Twisted Metal.']"
viggo-challenge_train_20_percent-96,"give_opinion(name[Rocket League], developer[Psyonix], esrb[E (for Everyone)], rating[good])",I think Rocket League is quite good. I think that Psyonix has created an attractive selection of games rated E (for Everyone).,['I think Rocket League is quite good. I think that Psyonix has created an attractive selection of games rated E (for Everyone).']
viggo-challenge_train_20_percent-97,"give_opinion(name[Super Mario World], esrb[E (for Everyone)], rating[excellent], has_multiplayer[yes])","Super Mario World is my current favorite game. I love multiplayer games that are rated E (for Everyone), so this is really my cup of tea!","['Super Mario World is my current favorite game. I love multiplayer games that are rated E (for Everyone), so this is really my cup of tea!']"
viggo-challenge_train_20_percent-98,"give_opinion(name[Life is Strange], rating[good], player_perspective[third person], has_linux_release[yes])",I am very partial to Life is Strange. It's one of a selection of very enjoyable third person games released for the Linux OS.,"[""I am very partial to Life is Strange. It's one of a selection of very enjoyable third person games released for the Linux OS.""]"
viggo-challenge_train_20_percent-99,"give_opinion(name[Far Cry 3], release_year[2012], rating[good])",I had a lot of fun with Far Cry 3 when I first picked it up in 2012,['I had a lot of fun with Far Cry 3 when I first picked it up in 2012']
